;;P1;P1H1;P1H2;P2;P2H1;P2H2;P3;P3H1;P3H2;P4;P4H1;P4H2;P5;P5H1;P5H2;P6;P6H1;P6H2;Flop1;Flop2;Flop3;Turn;River;Dealer
;"4;6H6C3;QS6D 0";Griffin Paul ;0;0;Bryan Piccioli ;0;0;Adam Geyer ;QS;6D;Stefan Schillhabel ;6H;6C;Maria Ho ;0;0;Andjelko Andrejevic ;0;0;0;0;0;0;0;0
;"4;6S3D3;7C6D;;3S8CJSTS5C 0";Griffin Paul ;0;0;Bryan Piccioli ;0;0;Adam Geyer ;7C;6D;Stefan Schillhabel ;6S;3D;Maria Ho ;0;0;Andjelko Andrejevic ;0;0;3S;8C;JS;TS;5C;0
;"4;KD9S3;8S7D;;KSTC3C8H8C 0";Griffin Paul ;0;0;Bryan Piccioli ;0;0;Adam Geyer ;8S;7D;Stefan Schillhabel ;KD;9S;Maria Ho ;0;0;Andjelko Andrejevic ;0;0;KS;TC;3C;8H;8C;0
1 Darren 2 Farid 3 Michael 4 Vlad 5 Noah  6 Jonathan ;"4;ADQS5;8H7S6;AC9C1;5C4S2;JD7C3;JSTD;;JC7HTS8D6H 1";Darren Elias ;5C;4S;Farid Yachou ;JD;7C;Michael Mizrachi ;JS;TD;Vlad Darie;AD;QS;Noah Schwartz;8H;7S;Jonathan Jaffe ;AC;9C;JC;7H;TS;8D;6H;1
;"5;9C7H6;KSJD1;KH9D2;QHTS3;5S2C4;JS7D 1";Darren Elias ;KH;9D;Farid Yachou ;QH;TS;Michael Mizrachi ;5S;2C;Vlad Darie;JS;7D;Noah Schwartz;9C;7H;Jonathan Jaffe ;KS;JD;0;0;0;0;0;1
;"6;QSJH1;JD4S2;KH9S3;TC6S4;6C3H5;9H7H 1";Darren Elias ;JD;4S;Farid Yachou ;KH;9S;Michael Mizrachi ;TC;6S;Vlad Darie;6C;3H;Noah Schwartz;9H;7H;Jonathan Jaffe ;QS;JH;0;0;0;0;0;1
;"1;QC9H2;8S3D3;ASAD4;JD6S5;AC6C6;7C2S 1";Darren Elias ;QC;9H;Farid Yachou ;8S;3D;Michael Mizrachi ;AS;AD;Vlad Darie;JD;6S;Noah Schwartz;AC;6C;Jonathan Jaffe ;7C;2S;0;0;0;0;0;1
;"2;6S2D3;KC4C4;TS9H5;5H3S6;9S8S1;KHTH;;3CQDAH9D     1";Darren Elias ;KH;TH;Farid Yachou ;6S;2D;Michael Mizrachi ;KC;4C;Vlad Darie;TS;9H;Noah Schwartz;5H;3S;Jonathan Jaffe ;9S;8S;3C;QD;AH;9D;  ;1
;"3;6H5H4;JH4S5;TH8D6;ASTC1;7H3H2;AC2H;;5C7DAD6CKH 1";Darren Elias ;7H;3H;Farid Yachou ;AC;2H;Michael Mizrachi ;6H;5H;Vlad Darie;JH;4S;Noah Schwartz;TH;8D;Jonathan Jaffe ;AS;TC;5C;7D;AD;6C;KH;1
;"5;8C2S6;QD5S1;KH3D2;ASQC3;QH7H4;TS9H;;4S8H6S9C7D 1";Darren Elias ;KH;3D;Farid Yachou ;AS;QC;Michael Mizrachi ;QH;7H;Vlad Darie;TS;9H;Noah Schwartz;8C;2S;Jonathan Jaffe ;QD;5S;4S;8H;6S;9C;7D;1
;"6;8H6S1;TS5C2;QS4S3;AC9H4;ADTH5;8C5D;;AS3H2C4D2H 1";Darren Elias ;TS;5C;Farid Yachou ;QS;4S;Michael Mizrachi ;AC;9H;Vlad Darie;AD;TH;Noah Schwartz;8C;5D;Jonathan Jaffe ;8H;6S;AS;3H;2C;4D;2H;1
;"1;AC8D2;QH6C3;KC2C4;AHQC5;TS2H6;4D3C 1";Darren Elias ;AC;8D;Farid Yachou ;QH;6C;Michael Mizrachi ;KC;2C;Vlad Darie;AH;QC;Noah Schwartz;TS;2H;Jonathan Jaffe ;4D;3C;0;0;0;0;0;1
;"2;TS6H3;TH2S4;KD9S5;JH8S6;9D9C1;8C4C;;KH8H4DTD7D 1";Darren Elias ;8C;4C;Farid Yachou ;TS;6H;Michael Mizrachi ;TH;2S;Vlad Darie;KD;9S;Noah Schwartz;JH;8S;Jonathan Jaffe ;9D;9C;KH;8H;4D;TD;7D;1
;"3;QCJC4;KSKH5;JS3D6;TC6S1;9H8H2;JH4D;;KD4CADTS7D 0";Darren Elias ;9H;8H;Farid Yachou ;JH;4D;Michael Mizrachi ;QC;JC;Vlad Darie;KS;KH;Noah Schwartz;JS;3D;Jonathan Jaffe ;TC;6S;KD;4C;AD;TS;7D;0
;"1;8C7H2;5S4C3;9S6S4;JSJD5;KD6C6;QH4S;;9C2SJH8D4D 0";Darren Elias ;8C;7H;Farid Yachou ;5S;4C;Michael Mizrachi ;9S;6S;Vlad Darie;JS;JD;Noah Schwartz;KD;6C;Jonathan Jaffe ;QH;4S;9C;2S;JH;8D;4D;0
;"2;7C6H3;JC2S4;QDJS5;JD4H6;5H2H1;AH2D;;9CAC7S7H6C 0";Darren Elias ;AH;2D;Farid Yachou ;7C;6H;Michael Mizrachi ;JC;2S;Vlad Darie;QD;JS;Noah Schwartz;JD;4H;Jonathan Jaffe ;5H;2H;9C;AC;7S;7H;6C;0
;"3;3S2S4;QCTH5;5S5H6;JS9D1;KC6S2;JHTS 0";Darren Elias ;KC;6S;Farid Yachou ;JH;TS;Michael Mizrachi ;3S;2S;Vlad Darie;QC;TH;Noah Schwartz;5S;5H;Jonathan Jaffe ;JS;9D;0;0;0;0;0;0
;"5;ADKS6;8C3S1;QDJC2;KH2H3;JH9S4;7C2C;;4H2S5DQS6H 0";Darren Elias ;QD;JC;Farid Yachou ;KH;2H;Michael Mizrachi ;JH;9S;Vlad Darie;7C;2C;Noah Schwartz;AD;KS;Jonathan Jaffe ;8C;3S;4H;2S;5D;QS;6H;0
;"6;JS2S1;5S3C2;5C3S3;9D2D4;4H2H5;JHTC;;2C8HKS              0";Darren Elias ;5S;3C;Farid Yachou ;5C;3S;Michael Mizrachi ;9D;2D;Vlad Darie;4H;2H;Noah Schwartz;JH;TC;Jonathan Jaffe ;JS;2S;2C;8H;KS;  ;  ;0
;"2;JS8S3;JCTD4;KCQD5;KHKD6;9C4C1;QC5D 1";Darren Elias ;QC;5D;Farid Yachou ;JS;8S;Michael Mizrachi ;JC;TD;Vlad Darie;KC;QD;Noah Schwartz;KH;KD;Jonathan Jaffe ;9C;4C;0;0;0;0;0;1
;"3;KSQS4;JS3D5;4S4D6;QD8C1;AHTC2;7S5S;;TD5D3CTH8H 1";Darren Elias ;AH;TC;Farid Yachou ;7S;5S;Michael Mizrachi ;KS;QS;Vlad Darie;JS;3D;Noah Schwartz;4S;4D;Jonathan Jaffe ;QD;8C;TD;5D;3C;TH;8H;1
;"4;9C8D5;ADQD6;TH4H1;6D2H2;4S3D3;8C2S 1";Darren Elias ;6D;2H;Farid Yachou ;4S;3D;Michael Mizrachi ;8C;2S;Vlad Darie;9C;8D;Noah Schwartz;AD;QD;Jonathan Jaffe ;TH;4H;0;0;0;0;0;1
;"6;9C5S1;6D3S2;QCJH3;JS4D4;KD2C5;8S2D 1";Darren Elias ;6D;3S;Farid Yachou ;QC;JH;Michael Mizrachi ;JS;4D;Vlad Darie;KD;2C;Noah Schwartz;8S;2D;Jonathan Jaffe ;9C;5S;0;0;0;0;0;1
;"2;AHJS3;7H5S4;TC2S5;QC5H6;KC6H1;QDTS;;7D4SKS           1";Darren Elias ;QD;TS;Farid Yachou ;AH;JS;Michael Mizrachi ;7H;5S;Vlad Darie;TC;2S;Noah Schwartz;QC;5H;Jonathan Jaffe ;KC;6H;7D;4S;KS;  ;  ;1
;"3;7H6C4;AD3S5;KD9C6;TD7C1;AC2H2;KHQD;;KS5CKC8C7S 1";Darren Elias ;AC;2H;Farid Yachou ;KH;QD;Michael Mizrachi ;7H;6C;Vlad Darie;AD;3S;Noah Schwartz;KD;9C;Jonathan Jaffe ;TD;7C;KS;5C;KC;8C;7S;1
;"4;9D5H5;KS8H6;9C8D1;JH2S2;TC7S3;ACTD 0";Darren Elias ;JH;2S;Farid Yachou ;TC;7S;Michael Mizrachi ;AC;TD;Vlad Darie;9D;5H;Noah Schwartz;KS;8H;Jonathan Jaffe ;9C;8D;0;0;0;0;0;0
;"5;5C3D6;JD9S1;QDTD2;JSJH3;KS8D4;6H2S;;9C9HKC8S3H 0";Darren Elias ;QD;TD;Farid Yachou ;JS;JH;Michael Mizrachi ;KS;8D;Vlad Darie;6H;2S;Noah Schwartz;5C;3D;Jonathan Jaffe ;JD;9S;9C;9H;KC;8S;3H;0
;"6;ADJC2;9D5D3;QH4C4;7C6D5;8S6C 0";Darren Elias ;0;0;Farid Yachou ;9D;5D;Michael Mizrachi ;QH;4C;Vlad Darie;7C;6D;Noah Schwartz;8S;6C;Jonathan Jaffe ;AD;JC;0;0;0;0;0;0
;"2;QD2D3;QHJH4;QC8D5;AH5D6;AS5C;;2S7SKH3HJC 0";Darren Elias ;0;0;Farid Yachou ;QD;2D;Michael Mizrachi ;QH;JH;Vlad Darie;QC;8D;Noah Schwartz;AH;5D;Jonathan Jaffe ;AS;5C;2S;7S;KH;3H;JC;0
;"3;QDJH4;KH4D6;JC6H2;AD9S;;TCKDQH5S9D 0";Darren Elias ;0;0;Farid Yachou ;AD;9S;Michael Mizrachi ;QD;JH;Vlad Darie;KH;4D;Noah Schwartz;0;0;Jonathan Jaffe ;JC;6H;TC;KD;QH;5S;9D;0
;"4;8H4C6;7S6H2;2H2C3;KH4H;;KDJHQH        0";Darren Elias ;0;0;Farid Yachou ;2H;2C;Michael Mizrachi ;KH;4H;Vlad Darie;8H;4C;Noah Schwartz;0;0;Jonathan Jaffe ;7S;6H;KD;JH;QH;  ;  ;0
;"6;TS8H2;KCQH3;QD7H4;9D6D;;7SQS4S6C      0";Darren Elias ;0;0;Farid Yachou ;KC;QH;Michael Mizrachi ;QD;7H;Vlad Darie;9D;6D;Noah Schwartz;0;0;Jonathan Jaffe ;TS;8H;7S;QS;4S;6C;  ;0
;"2;TSTD3;ACQD4;QC2H6;KD4C;;AH2S7D7CQH 0";Darren Elias ;0;0;Farid Yachou ;TS;TD;Michael Mizrachi ;AC;QD;Vlad Darie;QC;2H;Noah Schwartz;0;0;Jonathan Jaffe ;KD;4C;AH;2S;7D;7C;QH;0
;"3;5D3S4;QSQD6;KCTC2;KH8H ;;2SJD4STD8S 1";Darren Elias ;0;0;Farid Yachou ;KH;8H;Michael Mizrachi ;5D;3S;Vlad Darie;QS;QD;Noah Schwartz;0;0;Jonathan Jaffe ;KC;TC;2S;JD;4S;TD;8S;1
;"4;8H2D2;5C2S3;ASAD 1";Darren Elias ;0;0;Farid Yachou ;5C;2S;Michael Mizrachi ;AS;AD;Vlad Darie;8H;2D;Noah Schwartz;0;0;Jonathan Jaffe ;0;0;0;0;0;0;0;1
;"2;KC4C3;AH6D4;JD5C;;8C8D6CQH3H 1";Darren Elias ;0;0;Farid Yachou ;KC;4C;Michael Mizrachi ;AH;6D;Vlad Darie;JD;5C;Noah Schwartz;0;0;Jonathan Jaffe ;0;0;8C;8D;6C;QH;3H;1
;"2;AS5C3;8D2D4;JD7D;;AH2CJHJC3H 1";Darren Elias ;0;0;Farid Yachou ;AS;5C;Michael Mizrachi ;8D;2D;Vlad Darie;JD;7D;Noah Schwartz;0;0;Jonathan Jaffe ;0;0;AH;2C;JH;JC;3H;1
;"3;6D5H4;7C3H2;KH3D;;2D2S5SKSTS 1";Darren Elias ;0;0;Farid Yachou ;KH;3D;Michael Mizrachi ;6D;5H;Vlad Darie;7C;3H;Noah Schwartz;0;0;Jonathan Jaffe ;0;0;2D;2S;5S;KS;TS;1
;"2;8H2D3;7S7H4;AD3H;;3DQSTD3C8C 1";Darren Elias ;0;0;Farid Yachou ;8H;2D;Michael Mizrachi ;7S;7H;Vlad Darie;AD;3H;Noah Schwartz;0;0;Jonathan Jaffe ;0;0;3D;QS;TD;3C;8C;1
;"3;JSTH4;8C4H2;2H2D;;TC5CQH3D      1";Darren Elias ;0;0;Farid Yachou ;2H;2D;Michael Mizrachi ;JS;TH;Vlad Darie;8C;4H;Noah Schwartz;0;0;Jonathan Jaffe ;0;0;TC;5C;QH;3D;  ;1
;"2;8S4H3;AH2H4;TS4C 1";Darren Elias ;0;0;Farid Yachou ;8S;4H;Michael Mizrachi ;AH;2H;Vlad Darie;TS;4C;Noah Schwartz;0;0;Jonathan Jaffe ;0;0;0;0;0;0;0;1
;"4;TH9S2;9H3C3;AH7C 1";Darren Elias ;0;0;Farid Yachou ;9H;3C;Michael Mizrachi ;AH;7C;Vlad Darie;TH;9S;Noah Schwartz;0;0;Jonathan Jaffe ;0;0;0;0;0;0;0;1
;"2;JH7D3;ASKS4;TD7S ;;6HAH6C8D9S 0";Darren Elias ;0;0;Farid Yachou ;JH;7D;Michael Mizrachi ;AS;KS;Vlad Darie;TD;7S;Noah Schwartz;0;0;Jonathan Jaffe ;0;0;6H;AH;6C;8D;9S;0
;"3;KC9D4;TD8C2;4D4C;;TSKD4H6S8D 0";Darren Elias ;0;0;Farid Yachou ;4D;4C;Michael Mizrachi ;KC;9D;Vlad Darie;TD;8C;Noah Schwartz;0;0;Jonathan Jaffe ;0;0;TS;KD;4H;6S;8D;0
;"2;QH2D4;KS6H;;2HAD9H5HQS 0";Darren Elias ;0;0;Farid Yachou ;QH;2D;Michael Mizrachi ;0;0;Vlad Darie;KS;6H;Noah Schwartz;0;0;Jonathan Jaffe ;0;0;2H;AD;9H;5H;QS;0
SEASON 13;"4;KC7D2;AS2D;;2C2H8HTC8D 0";Darren Elias ;0;0;Farid Yachou ;AS;2D;Michael Mizrachi ;0;0;Vlad Darie;KC;7D;Noah Schwartz;0;0;Jonathan Jaffe ;0;0;2C;2H;8H;TC;8D;0
1 Harry 2 Taylor 3 Jeremy 4 Tyler K 5 Mike 6 Tyler C;"1;JS8H2;5D2C3;9D6C4;ADTC5;9S3C6;9C5C;;KH4C5SKC3S 1";Harry Arutyuyan;JS;8H;Taylor McFarland;5D;2C;Jeremy Kottler;9D;6C;Tyler Kenney;AD;TC;Mike Eskandari ;9S;3C;Tyler Cornell;9C;5C;KH;4C;5S;KC;3S;1
;"4;6C2C5;KH2S6;6S2H1;AC4D2;QCTD;;ADJC9S5S9C 1";Harry Arutyuyan;AC;4D;Taylor McFarland;QC;TD;Jeremy Kottler;0;0;Tyler Kenney;6C;2C;Mike Eskandari ;KH;2S;Tyler Cornell;6S;2H;AD;JC;9S;5S;9C;1
;"1;6C5C2;AS9D3;ADQC4;KH7C5;3H3C6;9H2D;;JCQDJD4DKS 1";Harry Arutyuyan;6C;5C;Taylor McFarland;AS;9D;Jeremy Kottler;AD;QC;Tyler Kenney;KH;7C;Mike Eskandari ;3H;3C;Tyler Cornell;9H;2D;JC;QD;JD;4D;KS;1
;"2;QH2D3;JD3C4;JS5D5;KC9D6;KS4H1;KHJC;;TD5S9C2HAS 1";Harry Arutyuyan;KH;JC;Taylor McFarland;QH;2D;Jeremy Kottler;JD;3C;Tyler Kenney;JS;5D;Mike Eskandari ;KC;9D;Tyler Cornell;KS;4H;TD;5S;9C;2H;AS;1
;"3;JC3H4;AC7H5;TC5S6;AH3S1;QSJH2;KC6S;;7STH6C6D8H 1";Harry Arutyuyan;QS;JH;Taylor McFarland;KC;6S;Jeremy Kottler;JC;3H;Tyler Kenney;AC;7H;Mike Eskandari ;TC;5S;Tyler Cornell;AH;3S;7S;TH;6C;6D;8H;1
;"1;8D4C2;JD8H3;QS4D4;KC5D5;QD7S6;6H5H;;2HKD3C5C7C 0";Harry Arutyuyan;8D;4C;Taylor McFarland;JD;8H;Jeremy Kottler;QS;4D;Tyler Kenney;KC;5D;Mike Eskandari ;QD;7S;Tyler Cornell;6H;5H;2H;KD;3C;5C;7C;0
;"6;9C8D1;ASTS2;7H5S3;QC7C4;6C3D5;KD8S;;AD8HKS5C7D 0";Harry Arutyuyan;AS;TS;Taylor McFarland;7H;5S;Jeremy Kottler;QC;7C;Tyler Kenney;6C;3D;Mike Eskandari ;KD;8S;Tyler Cornell;9C;8D;AD;8H;KS;5C;7D;0
;"3;JD5S4;4S3D5;KHQD6;9D8C1;TH9H2;8S4H;;6D3C3H          0";Harry Arutyuyan;TH;9H;Taylor McFarland;8S;4H;Jeremy Kottler;JD;5S;Tyler Kenney;4S;3D;Mike Eskandari ;KH;QD;Tyler Cornell;9D;8C;6D;3C;3H;  ;  ;0
;"6;9D4C1;7S7C2;QD8H3;8S2C4;KH4H5;6D6C;;AD4SQS          0";Harry Arutyuyan;7S;7C;Taylor McFarland;QD;8H;Jeremy Kottler;8S;2C;Tyler Kenney;KH;4H;Mike Eskandari ;6D;6C;Tyler Cornell;9D;4C;AD;4S;QS;  ;  ;0
;"3;8D2C4;JHTD5;7D3S6;KD6C1;AH3D2;QCTH;;QDJD4H         0";Harry Arutyuyan;AH;3D;Taylor McFarland;QC;TH;Jeremy Kottler;8D;2C;Tyler Kenney;JH;TD;Mike Eskandari ;7D;3S;Tyler Cornell;KD;6C;QD;JD;4H;  ;  ;0
;"1;9S5H2;QH5D3;KHKC4;JC4H5;AH6C6;KDTS;;3C8CACJDJS 0";Harry Arutyuyan;9S;5H;Taylor McFarland;QH;5D;Jeremy Kottler;KH;KC;Tyler Kenney;JC;4H;Mike Eskandari ;AH;6C;Tyler Cornell;KD;TS;3C;8C;AC;JD;JS;0
;"1;5S3D2;9H7D4;KD9C5;KS6D6;KCQC;;9SQH4H2HKH 1";Harry Arutyuyan;5S;3D;Taylor McFarland;9H;7D;Jeremy Kottler;0;0;Tyler Kenney;KD;9C;Mike Eskandari ;KS;6D;Tyler Cornell;KC;QC;9S;QH;4H;2H;KH;1
;"6;7D4D1;4S2C2;QD2D4;KD9D5;QHJC;;2SJD5DKS7H 1";Harry Arutyuyan;4S;2C;Taylor McFarland;QD;2D;Jeremy Kottler;0;0;Tyler Kenney;KD;9D;Mike Eskandari ;QH;JC;Tyler Cornell;7D;4D;2S;JD;5D;KS;7H;1
;"4;9D8C5;9H5D6;KC6S1;3D2D2;AH7D 1";Harry Arutyuyan;3D;2D;Taylor McFarland;AH;7D;Jeremy Kottler;0;0;Tyler Kenney;9D;8C;Mike Eskandari ;9H;5D;Tyler Cornell;KC;6S;0;0;0;0;0;1
;"5;TH6H6;9H4C1;TS3H2;9C2H4;AH8H;;9S3S3C         1";Harry Arutyuyan;TS;3H;Taylor McFarland;9C;2H;Jeremy Kottler;0;0;Tyler Kenney;AH;8H;Mike Eskandari ;TH;6H;Tyler Cornell;9H;4C;9S;3S;3C;  ;  ;1
;"5;9C7D6;KHJS1;ADTS2;QSQC4;AC5D;;9HAH3C2D2C 1";Harry Arutyuyan;AD;TS;Taylor McFarland;QS;QC;Jeremy Kottler;0;0;Tyler Kenney;AC;5D;Mike Eskandari ;9C;7D;Tyler Cornell;KH;JS;9H;AH;3C;2D;2C;1
;"1;7H3H4;QHQD5;TH5C;;TD6D2H3SJH 1";Harry Arutyuyan;7H;3H;Taylor McFarland;0;0;Jeremy Kottler;0;0;Tyler Kenney;QH;QD;Mike Eskandari ;TH;5C;Tyler Cornell;0;0;TD;6D;2H;3S;JH;1
;"4;8H6H5;KCJC1;9D5S;;9SKD2SQS       1";Harry Arutyuyan;9D;5S;Taylor McFarland;0;0;Jeremy Kottler;0;0;Tyler Kenney;8H;6H;Mike Eskandari ;KC;JC;Tyler Cornell;0;0;9S;KD;2S;QS;  ;1
;"5;TH2C1;QDQC4;4H4D 1";Harry Arutyuyan;QD;QC;Taylor McFarland;0;0;Jeremy Kottler;0;0;Tyler Kenney;4H;4D;Mike Eskandari ;TH;2C;Tyler Cornell;0;0;0;0;0;0;0;1
;"1;8D5H4;KS2D5;5D4H;;KDTH7D5S        1";Harry Arutyuyan;8D;5H;Taylor McFarland;0;0;Jeremy Kottler;0;0;Tyler Kenney;KS;2D;Mike Eskandari ;5D;4H;Tyler Cornell;0;0;KD;TH;7D;5S;  ;1
;"4;4H3C5;8H8D1;9H7C;;QSAD3S3DJD 1";Harry Arutyuyan;9H;7C;Taylor McFarland;0;0;Jeremy Kottler;0;0;Tyler Kenney;4H;3C;Mike Eskandari ;8H;8D;Tyler Cornell;0;0;QS;AD;3S;3D;JD;1
;"4;8D8C5;TC9S1;QS4C;;QH4SADJHTD 1";Harry Arutyuyan;QS;4C;Taylor McFarland;0;0;Jeremy Kottler;0;0;Tyler Kenney;8D;8C;Mike Eskandari ;TC;9S;Tyler Cornell;0;0;QH;4S;AD;JH;TD;1
;"5;KD4C1;KS8H4;JC9S;;2C3H4D           1";Harry Arutyuyan;KS;8H;Taylor McFarland;0;0;Jeremy Kottler;0;0;Tyler Kenney;JC;9S;Mike Eskandari ;KD;4C;Tyler Cornell;0;0;2C;3H;4D;  ;  ;1
;"1;6C4C4;QD4H5;QHJH;;QC2SAS7D3D 1";Harry Arutyuyan;6C;4C;Taylor McFarland;0;0;Jeremy Kottler;0;0;Tyler Kenney;QD;4H;Mike Eskandari ;QH;JH;Tyler Cornell;0;0;QC;2S;AS;7D;3D;1
;"5;6H5D1;AD9C4;3S3H;;AC2H6C8SJS 1";Harry Arutyuyan;AD;9C;Taylor McFarland;0;0;Jeremy Kottler;0;0;Tyler Kenney;3S;3H;Mike Eskandari ;6H;5D;Tyler Cornell;0;0;AC;2H;6C;8S;JS;1
;"1;KS9S4;QD7S5;QSTD;;4C5D6H3D      1";Harry Arutyuyan;KS;9S;Taylor McFarland;0;0;Jeremy Kottler;0;0;Tyler Kenney;QD;7S;Mike Eskandari ;QS;TD;Tyler Cornell;0;0;4C;5D;6H;3D;  ;1
;"4;AS5C5;6H4H1;AD8H 1";Harry Arutyuyan;AD;8H;Taylor McFarland;0;0;Jeremy Kottler;0;0;Tyler Kenney;AS;5C;Mike Eskandari ;6H;4H;Tyler Cornell;0;0;0;0;0;0;0;1
;"1;KDKC4;JDTS5;AD3D 1";Harry Arutyuyan;KD;KC;Taylor McFarland;0;0;Jeremy Kottler;0;0;Tyler Kenney;JD;TS;Mike Eskandari ;AD;3D;Tyler Cornell;0;0;0;0;0;0;0;1
;"4;8H7S5;5D4S1;9D7H;;6DTC6S2C        1";Harry Arutyuyan;9D;7H;Taylor McFarland;0;0;Jeremy Kottler;0;0;Tyler Kenney;8H;7S;Mike Eskandari ;5D;4S;Tyler Cornell;0;0;6D;TC;6S;2C;  ;1
;"1;7D5D4;QH2C5;KS8S;;KC7H4HQD8D 1";Harry Arutyuyan;7D;5D;Taylor McFarland;0;0;Jeremy Kottler;0;0;Tyler Kenney;QH;2C;Mike Eskandari ;KS;8S;Tyler Cornell;0;0;KC;7H;4H;QD;8D;1
;"5;AH4S1;KH7H4;3C2D;;AC5H9H8CQC 1";Harry Arutyuyan;KH;7H;Taylor McFarland;0;0;Jeremy Kottler;0;0;Tyler Kenney;3C;2D;Mike Eskandari ;AH;4S;Tyler Cornell;0;0;AC;5H;9H;8C;QC;1
;"1;JS9H4;8S5C5;KHJD;;5SKCQSTCTS 1";Harry Arutyuyan;JS;9H;Taylor McFarland;0;0;Jeremy Kottler;0;0;Tyler Kenney;8S;5C;Mike Eskandari ;KH;JD;Tyler Cornell;0;0;5S;KC;QS;TC;TS;1
;"4;AS2D5;7S7D1;KHTS;;9C5HJH3D9D 0";Harry Arutyuyan;KH;TS;Taylor McFarland;0;0;Jeremy Kottler;0;0;Tyler Kenney;AS;2D;Mike Eskandari ;7S;7D;Tyler Cornell;0;0;9C;5H;JH;3D;9D;0
;"1;KDJD5;5H3H;;ASQD2D4DAC 0";Harry Arutyuyan;KD;JD;Taylor McFarland;0;0;Jeremy Kottler;0;0;Tyler Kenney;0;0;Mike Eskandari ;5H;3H;Tyler Cornell;0;0;AS;QD;2D;4D;AC;0
;"5;AC7H1;TH8H;;AS8CTD5HKD 0";Harry Arutyuyan;TH;8H;Taylor McFarland;0;0;Jeremy Kottler;0;0;Tyler Kenney;0;0;Mike Eskandari ;AC;7H;Tyler Cornell;0;0;AS;8C;TD;5H;KD;0
;"1;8C7C5;KSKC;;5HAD6D4S3D 0";Harry Arutyuyan;8C;7C;Taylor McFarland;0;0;Jeremy Kottler;0;0;Tyler Kenney;0;0;Mike Eskandari ;KS;KC;Tyler Cornell;0;0;5H;AD;6D;4S;3D;0
;"5;ACQS1;9C7C;;KCTSADJCKS 0";Harry Arutyuyan;9C;7C;Taylor McFarland;0;0;Jeremy Kottler;0;0;Tyler Kenney;0;0;Mike Eskandari ;AC;QS;Tyler Cornell;0;0;KC;TS;AD;JC;KS;0
;"1;KC4S5;QH7C;;4D2SQSAD2D 0";Harry Arutyuyan;KC;4S;Taylor McFarland;0;0;Jeremy Kottler;0;0;Tyler Kenney;0;0;Mike Eskandari ;QH;7C;Tyler Cornell;0;0;4D;2S;QS;AD;2D;0
;"1;JHJD5;6H4H;;QS9S9DAH7S 0";Harry Arutyuyan;JH;JD;Taylor McFarland;0;0;Jeremy Kottler;0;0;Tyler Kenney;0;0;Mike Eskandari ;6H;4H;Tyler Cornell;0;0;QS;9S;9D;AH;7S;0
;"1;QSJC5;ASAC;;2D8CAH9HQD 0";Harry Arutyuyan;QS;JC;Taylor McFarland;0;0;Jeremy Kottler;0;0;Tyler Kenney;0;0;Mike Eskandari ;AS;AC;Tyler Cornell;0;0;2D;8C;AH;9H;QD;0
;"5;8C4H1;QS5D;;3D8DKH            0";Harry Arutyuyan;QS;5D;Taylor McFarland;0;0;Jeremy Kottler;0;0;Tyler Kenney;0;0;Mike Eskandari ;8C;4H;Tyler Cornell;0;0;3D;8D;KH;  ;  ;0
;"5;AH8D1;KS8C;;9H2D6SKC       0";Harry Arutyuyan;KS;8C;Taylor McFarland;0;0;Jeremy Kottler;0;0;Tyler Kenney;0;0;Mike Eskandari ;AH;8D;Tyler Cornell;0;0;9H;2D;6S;KC;  ;0
;"5;2S2D1;ASQC;;KSKC7CTD6D 0";Harry Arutyuyan;AS;QC;Taylor McFarland;0;0;Jeremy Kottler;0;0;Tyler Kenney;0;0;Mike Eskandari ;2S;2D;Tyler Cornell;0;0;KS;KC;7C;TD;6D;0
;"5;AS4D1;AD7D 0";Harry Arutyuyan;AD;7D;Taylor McFarland;0;0;Jeremy Kottler;0;0;Tyler Kenney;0;0;Mike Eskandari ;AS;4D;Tyler Cornell;0;0;0;0;0;0;0;0
;"1;AH8H5;AD7C;;JH2C3CTD6D 0";Harry Arutyuyan;AH;8H;Taylor McFarland;0;0;Jeremy Kottler;0;0;Tyler Kenney;0;0;Mike Eskandari ;AD;7C;Tyler Cornell;0;0;JH;2C;3C;TD;6D;0
1 Kane 2 Ray 3 Darren 4 Blake 5 Jose 6 Aaron ;"2;9C6H3;QS4C4;AC4S5;JSTH6;AH4D1;JD4H;;AS8H6S         1";Kane Kalas ;JD;4H;Ray Qartomy ;9C;6H;Darren Elias ;QS;4C;Blake Bohn ;AC;4S;Jose Serratos ;JS;TH;Aaron Overton;AH;4D;AS;8H;6S;  ;  ;1
;"3;9C8D4;AC9D5;QSJC6;JS5H1;5S4C2;AH7D 1";Kane Kalas ;5S;4C;Ray Qartomy ;AH;7D;Darren Elias ;9C;8D;Blake Bohn ;AC;9D;Jose Serratos ;QS;JC;Aaron Overton;JS;5H;0;0;0;0;0;1
;"4;5H2D5;QD7C6;JH6H1;KDJD2;9D2C3;JC8C;;TDKS9C8D 1";Kane Kalas ;KD;JD;Ray Qartomy ;9D;2C;Darren Elias ;JC;8C;Blake Bohn ;5H;2D;Jose Serratos ;QD;7C;Aaron Overton;JH;6H;TD;KS;9C;8D;0;1
